review,target
"It must have been several years after it was released, so don't know why it was at the movies. But as a kid I enjoyed it. I just found a VHS tape of Superman and the Mole Men at the flea market and decided to watch it again (it's been a lot of years). I wasn't expecting much, now knowing how the B movies were made at that time. But I was pleasantly surprised to find the movie very watchable and the acting by all outstanding. Usual acting in these type movies leaves a lot to be desired. Surprisingly, the writing wasn't bad either. Forget the fact that Superman went from sequence to sequence and could have kicked all their butts in the beginning, because then the story would have ended, right?! OK, the mole men costumes were hokey and not very scary (they didn't even scare me as a kid). However, making allowances for the probable low budget for background and costumes, it was a job well done by all. I recognized the sheriff right away as The Old Ranger from Death Valley Days and plenty of supporting roles in TV westerns. J. Farrell MacDonald played old Pop and was always a great supporting actor in more movies than I can count. Walter Reed and Jeff Corey were familiar faces as well from other movies. Did you recognize the old doctor as the captain of the ship that went to get King Kong? Did you recognize the little girl rolling the ball to the mole men as Lisbeth Searcy in Old Yeller? Some of the mole men were famous too. Jerry Maren has played Mayor McCheese for McDonalds, Little Oscar Mayer, was the Munchkin that handed Dorothy the lollipop, was on a Seifeld episode and a wealth of other work. Billy Curtis played an unforgettable part with Clint Eastwood in High Plains Drifter, was one of the friends met by the star in Incredible Shrinking Man, he had a part in a movie I just luckily grabbed at a flea market titled My Gal Sal with Rita Hayworth, Wizard of Oz and plenty of other parts - great actor. John Brambury was also a Munchkin. Phillis Coates, who played Lois Lane in this movie, was without question wonderful in the part and George Reeves as Superman/Clark Kent WAS Superman. He did a great job of playing the strong man. Bottom line to all I've said is that this movie is worth watching because of the cast and writing in dealing with a pretty flimsy idea for a movie. But it was the 50's and anything was possible from intruders from outer space to mole men from inner space. It is definitely worth seeing, there isn't a bad actor in the group. Whomever put the cast together was very, very fortunate to get so many gifted actors into a B type film. Some already had a wealth of experience and some were about to obtain a wealth of experience - but all were gifted. So if you get a chance to see the film, forget the dopey costumes and just enjoy the excitement and acting. Is it a bird? Is it a plane? No, just a good, old fashioned movie to enjoy!",positive
"This is the worst movie I've ever seen, and it takes the price of the rotten movie of 2007 (which is made by me), anyway this movie misses every single ingredients of a good movie, I mean come on the actors had a bad performance, the story is just crap. I'm really, really disappointed they could have done better stuff, than this piece of junk. I've just wasted my time and my money on this movie. I wish that the production company could give back my money. Anyhow I'd high expectations on this movie, and I've got disappointed. I don't recommend anybody to watch this. so if u wanna waste ur money on something do it on some thing else than this piece of junk.",negative
"Rachel Griffiths writes and directs this award winning short film. A heartwarming story about coping with grief and cherishing the memory of those we've loved and lost. Although, only 15 minutes long, Griffiths manages to capture so much emotion and truth onto film in the short space of time. Bud Tingwell gives a touching performance as Will, a widower struggling to cope with his wife's death. Will is confronted by the harsh reality of loneliness and helplessness as he proceeds to take care of Ruth's pet cow, Tulip. The film displays the grief and responsibility one feels for those they have loved and lost. Good cinematography, great direction, and superbly acted. It will bring tears to all those who have lost a loved one, and survived.",positive
"This is a cult film for many reasons. First because of the phenomenal success as a musical both in Broadway and London, then as a musical film. The film is close to the play and some of the provocation of the play is no longer provocative twelve years later. The discourse against the Vietnam war is no longer a protest song against the war itself, but a strong song demonstrating how the young people of these late 60s managed to bring the political establishment down. Milos Forman play with some situations at the end of the 70s like the narrow minded justice, the self-centered umbilical righteousness of the rich or of the little ones who have just one rank of power more than the powerless. He also heavily plays with the racial element and the sexual ambiguity he builds all the time. The film remains pleasant and thoughtful. And of course it is a tremendous thrill to remember these years when we have had the privilege, and that was not a chance, to live them. November 11, 1969, Nixon ordering mass celebration for the 1918 armistice, which became the order for teachers at all levels to take their students to the celebration and the march, supporting thus the invasion of Cambodia that was in full swing. And some dare give lessons in democracy to foreign countries. I also remember the long campaign for the impeachment of Nixon in 1973-1974 that will eventually lead to his resignation and the swearing in of Gerald Ford, the first Vice President, and eventually President, of the US who had not been elected, since he was appointed Vice President by the Senate after Spiro Agnew had to resign to face trial, conviction and sentence for embezzlement. Of course that makes us think of today when in 2000 a president of the US was not elected by the people but by the Supreme Court, or of a war that was rejected by millions world wide from the very start, and even before the start, and was started against the better judgment of the United Nations and of three permanent members of the Security Council. And some speak of a new world order based on the respect of others. Modern Western man seems to have some problems understanding that the world is changing and has already widely and wisely changed. Modern Western man seems to be kind of out of sync and to need special evening classes to learn that democracy wants the majority in the world to be the majority, and the West is far from that majority, and that if the Soviet block had been able to understand that market economy is not capitalism but that market economy can be either socialist or capitalist the Berlin Wall would have fallen, but the other way round, and that China has learned that lesson marvelously well and is at the foot of the wall they have to climb over to learn that their socialist market economy has to lead to political democracy, but they will, just like Vietnam was able to reconstruct itself after thirty years of vicious war aggression and damage. In other words, Hair is a perfect food for thought.<br /><br />Dr Jacques COULARDEAU, University Paris Dauphine, University Paris 1 Pantheon Sorbonne & University Versailles Saint Quentin en Yvelines",positive
"An offensively over-the-top action adventure,FIRST BLOOD PART II seemed to catch the mood of the US at the time of it's release in the mid-80's,with right-wing Reaganism and virulent anti-red feelings still not finished yet,though the emergence of a certain Mikhail Gorbachev in the heart of the 'Evil Empire' in Moscow would soon render these types of films redundant;even Reagan himself eventually admitted this truism.<br /><br />In that sense,we can be most grateful to 'Gorby',not for his disarmament treaties with the US,nor his policies of 'glasnost',or even his support of democracy being restored to the Eastern European countries in the former Soviet Union's backyard.No,it's the final diminution of foolish,jingoistic,bloated cold-war adventures like this.The first RAMBO film was hardly perfect,though at least was a mildly literate and adequate action thriller with a not too bad storyline.In this sequel,any sense of even the remotest conviction is instantly jettisoned for silly,senseless plotting and incident in which Rambo single-handedly takes on scores of brainlessly stereotyped Vietnamese and Russian troops to rescue American POW's ten years after the conflict ended,with the Americans on the losing side.<br /><br />Perhaps the reason why the film was a huge box-office success was to let many Americans wallow in fantasy;they may have lost the war,but there was still unfinished business at hand,and ludicrous comic-strip heroics with a robot-like hero killing virtually every red on sight,with as much hardware as possible,fulfilled such whimsically far-fetched ideals.<br /><br />This could have been entertaining on a SUPERMAN/SPIDERMAN level,but sadly everything is played absolutely straight.But that is not to say that there is no humour in the film;sadly it is virtually all of the unintentional kind.The action scenes,though technically adequate,never once carry the slightest bit of conviction or persuasiveness,because they are always placed in the most spectacularly unbelievable of contexts;namely,our hero Rambo is always unscathed (aside from a few cuts and bruises here and there) despite the tons of explosives,grenades,gunshots,etc.going around him.<br /><br />In between the mayhem,what there is of a script consists of the dullest clichés and banalities.Stallone,who co-wrote the script with James Cameron (a long way from the exciting TERMINATOR made the previous year),deliberately seems to have given the Rambo character as little to say in understandable English,and merely comes out with moronic grunts,almost as though he has invented his own brand of patois only understandable to himself.Maybe his colleague Cameron was thinking of The Terminator again with so little communication involved for the lead character! In this sense Rambo seems even less of a human than the Terminator did! The rest of the cast do little better with good actors like Charles Napier and Richard Crenna doing their admirable best with the hackneyed dialogue they are given,and Steven Berkoff hamming it up outrageously yet again with another of his Russian KGB/Red Army villain roles.Berkoff's overplaying is mildly enjoyable but not remotely menacing.How come that Sly managed to survive Berkoff's electric shock torture to kill yet more of those Red Commie scumbags? Well,credibility is never this film's strong point.It is a work of fantasy comparable with THE WIZARD OF OZ.At least that WAS meant to be a fantasy,and an immortal classic it turned out to be.This is only a classic of the most dismal,and indeed offensive,kind.And as for Sly's climactic speech...,rather hypocritical after slaughtering all those people,eh? By the way,in the same year,he also made ROCKY IV..........<br /><br />RATING:3 out of 10.",negative
"This one was marred by potentially great matches being cut very short.<br /><br />The opening match was a waste of the Legion of Doom, but I guess the only way they could have been eliminated by Demolition was a double-DQ. Otherwise, Mr. Perfect would have had to put in overtime. Kerry von Erich, the I-C champ, was wasted here. And this was the third ppv in a row where Perfect jobbed. Remember, before that he never lost a match.<br /><br />The second match was very good, possibly the best of the night. Ted DiBiase and the Undertaker were excellent, while the Jim Neidhart had one of his WWF highlights, pinning the Honky Tonk Man. Koko B. Ware continued his tradition of being the first to put over a new heel (remember the Big Bossman and Yokozuna?). This was a foreshadowing of Bret Hart's singles career, as he came back from two-on-one and almost survived the match. He and DiBiase put on a wrestling clinic, making us forget that the point of the match was DiBiase's boring feud with Dusty Rhodes.<br /><br />Even though the Visionaries were the first team to have all of its members survive (and only the second since '87 to have four survivors), this match was not a squash. This was the longest match of the night, and Jake did a repeat of his '88 performance when he was left alone against four men and dominated. I think he could have actually pulled off an upset. These days, the match would have ended the other way around.<br /><br />One of the shortest SS matches ever was also one of its most surprising. Possibly the most underrated wrestler ever, Tito Santana was the inspirational wrestler of the night, putting on war paint and pinning Boris Zukhov, Tanaka, and even the Warlord in the final survival match. It was so strange to see him put over so overwhelmingly, then go right back to his mediocre career. Sgt. Slaughter also did well, getting rid of Volkoff and the Bushwhackers, but that just wasn't a surprise. Tito was.<br /><br />I think the only point of the survival match was to have Hogan and the Warrior win together at the end.<br /><br />This show was boring and the matches were too short. The Undertaker's debut was cool, but Tito Santana is the reason I will remember this one.",negative
"I first saw the opening of Otto Preminger's ""Porgy and Bess"" on TV, probably some time in the early 80s, and my younger self found it a bit slow, despite the timeless music. I turned it off<br /><br />Last night, an extremely rare, cobbled together print screened at the L.A. Cinematheque and it was a bit of a revelation. The performances are strong and memorable. Dorothy Dandridge brings a great deal of vulnerability, strength and subtle (at least by today's standards) eroticism to her part. Sidney Poitier is said to be uncomfortable with the movie, but his performance is terrific, as is Pearl Bailey. Even better are Sammy Davis as the amoral, cat-like Sportin' Life and Brock Peters as the villanious bully Crown.<br /><br />Still, I'm no fan of Preminger's earlier, leaden -- and far easier to see -- ""Carmen Jones."" Porgy and Bess"" is far superior to that less controversial film -- though that may have to do with the fact that the source material is also far superior.<br /><br />As seen last night, this is a sturdy but far from perfect work. Not all of the moments quite come alive, and there is some awkwardness in the way the film mixes the overtly stylized Catfish Row set (beautifully done by Oliver Smith) with actual locations. Also, even to my rather untrained ear, some brief portions of the score seem unduly popularized.<br /><br />Moreover, while this doesn't detract from the achievement of the filmmakers -- Preminger's decision to film almost entirely in wide shots, with no close-ups and occasional medium shots, no doubt rendered it unwatchable on TV ""panned and scanned"" and may doom it even on widescreen DVDs if it gets the restoration it deserves. On smaller screens, we won't be able to make out the many details that are crucial to the way Preminger staged the film.<br /><br />Also, the mix heard last night was odd. Many of the vocals, particularly on the opening ""Summertime"" seemed unduly soft and were overwhelmed by the instrumental music. Perhaps this can be fixed in a restoration.<br /><br />There is the issue of the film's racial politics. Personally, I see nothing wrong with it, at least in a contemporary context. At the time when so few films depicted strong African-American characters, this may have seemed an unfortunate choice for a big-budget Hollywood film. And, while there may not be much ""empowering"" here, these are recognizable human beings that are not racial stereotypes. These are operatic characters who make poor choices because that's what tragic characters do. That alone made it a giant stride forward at the time.<br /><br />In a modern context where strong and heroic African-American characters are less rare (though still not common enough), these characters seem nothing more nor less than human. They truly could be poor and undereducated people of any ethnic background.<br /><br />Thorny politics aside, the original work is undoubtedly one of the truly great achievements of American music and (secondarily) theater. Poitier, Davis, Dandridge, Peters and, yes Pearl Bailey, were all amazing performers who we'll never see the likes of again. This less than perfect but still solid film clearly deserves to be seen and treasured.",positive
"I am very sorry to say this but ""Thunderbirds"" does not even come up with a loud pop, never mind any thunder. At one stage I gave serious consideration to walking out of the cinema, I stayed in the forlorn hope that the film might improve. I was to be disappointed, it did not get any better, it got worse if that is at all possible. Had I gone to see the film with the thought that it was going to be a ""spoof"" I would still have been let down. They had an excellent opportunity to make a great franchise of films here, they have totally wasted that opportunity. Bill Paxton and Sir Ben Kingsley should be embarrassed to have there names attached to this film and Jonathan Frakes well what can I say, he should be embarrassed and ashamed would not be to far from the truth. I saw this film at a pre-release showing, I had been waiting to see it most eagerly, having grown up in the sixties with the original shows. To say I was disappointed would be something of an understatement. One final thing I will say about the film was the puppets in the TV shows were just a bit more wooden than where the actors in the film.",negative
"Excellent introspective / interpersonal piece that really had some teeth to it without feeling hopeless or worse, manipulative & artificially gratifying. Might be a good double feature with American Beauty as well. Best performance to date that I've seen from Anita Mui, and every actor in this seems like a powerhouse. Hats off to Ann Hui for the direction and Ivy Ho for the brilliant script. Seriously one of the best dramas I've seen in a while, especially if you have a taste for classical literature ALA poetry. Again, excellent.",positive
"the first Scanners may not have been a great movie,but at least it was original.there is no such novelty to this one.the acting is worse,in my opinion,and the story is slower and nothing special.i also didn't like the dialogue.and the special effects are no better than in the original.this is movie is inferior to the first one in all ways.the only thing different about it,is that it is loud and chaotic at times.but that doesn't make a good movie.if they had done something better with the story and made it interesting,this could have been a decent movie.i actually couldn't get through it all without fast forwarding through it.to me,this is a forgettable movie,and not much more.despite all that,there are worse movies.being in a generous mood,i'll give Scanners 2 a 4/10.",negative
"OH WOW. I saw this film at the Irish International Film Fleadh in Manhattan on 12 March 2000. Both stars were in attendance and were available for questions afterward. WHAT A GORGEOUS FILM! Although set in Ireland amid Catholic/Protestant antagonism, the story could have happened anywhere between any two groups of people who hate each other. The horror of how quickly people can get carried away when they are given a chance to vent their hate and anger was woven beautifully with a moving love story drizzled with humor and fun. If this one does not get picked up in the USA, it would truly be most unfortunate.<br /><br />As for the stars and supporting players...FIRST RATE. They call Orla Brady the Irish Meryl Streep, I heard. It is my opinion that she is BETTER than Meryl Streep. They should be calling Meryl the American Orla Brady! And, Liam Cunningham's steady and powerful portrayal of a simple and private man sucked into a political war was brilliant.<br /><br />SEE THIS MOVIE.",positive
"STORY Chinese Tall Story tells the story of righteous monk Tripitaka, who, along with his guardians Monkey, Sandy and Pigsy make their journey west on a quest to recover ancient Sutras, finally, they reach the final leg of their journey in Shache City But all is not as it seems when the city is attacked by evil tree demons. Monkey tries his best to battle them but is overwhelmed, knowing his master is in grave danger, he uses his trusty golden staff to thrust Tripitaka to safety.<br /><br />The monk ends up being knocked out when he land and when he wakes up he finds himself in the presence of a young lizard imp named Maiyan who takes quite a shine to our young hero, after many verbal misunderstandings Maiyan becomes convinced Tripitaka loves her, so when the monk decides he must rescue Monkey and the others, she insists on accompanying him. So the mismatched pair begins their adventure together.<br /><br />REVIEW Okay, so, it's another Journey To The West movie, which isn't a bad thing to me since I love the story and the characters associated with it, so I was a little excited to get my hands on the DVD. So I think I'll start off my review with the story, which is all over the place, at first it was your standard fantasy film, then it became a ridiculous comedy then suddenly became full blown sci-fi, if the director Jeff Lau was experimenting with mixing genres then he did a pretty scatological job with this movie. I think it's a pretty unique approach by having the story centre on a character other then the infamous Monkey King, especially taking a character as pacifistic as Tripitaka and then putting him into what is at it's core a love story. So overall, I liked it.<br /><br />The acting is for the most part solid, with leads Nicholas Tse and Charlene Choi putting in some really good performances, though Ah Char does spend most of her screen time behind some rather ugly make up. The supporting cast is nicely put together, it includes all the usual EEG main stays so Boy'Z and Isabella Leong make appearances, one actor I'd like to mention is Wilson Chen, who plays the Monkey King, he did a good job with the limited material he seemed to have been given, he played a version of the Monkey King who was subdued yet arrogant, I had a feeling he'd be retreading Twins Effect II territory but fortunately that's not the case here. I hope he gets to do a follow up to this with himself in the central role, since the film does leave itself open for a sequel.<br /><br />Okay, so let's get down to the directing, which again is kinda all over the place, Lau gives too much time to the Stephen Chow-esquire nonsense comedy, which includes a scene where Tripitaka in order to toughen himself up, dresses up as Spider-Man, which I assume lead to many a head scratching moment since the film is meant to be set in Ancient China. He does create some really nice and tender moments between the two leads and does delve into sappy territory but this reviewer does enjoy a bit of sap on occasion so it didn't bother me in the slightest.<br /><br />Right, now onto the CGI, which for the most part is quite bearable, there are a lot of moments which probably belong on a PS2 like many other reviews have stated but there are some cool moments particularly the scene in which Monkey battles a flying minion. A lot of the CG gags are provided in the form of the golden staff which turns into a range of different things, ranging from a giant fly swatter to a mech suit straight out of The Matrix Revolutions. So yeah, it sounds crazy but I guess you'd have to see it to believe it.<br /><br />Right, so in closing A Chinese Tall Story isn't a movie without it's flaws but it keeps itself together long enough to be able to entertain and generally be a overall enjoyable movie. If all of the above doesn't swing you to see it how about I put it this way, it's much better then Twins Effect II.",positive
"I still can't believe how bad this movie was. If I wasn't a massochist I don't know if I would have survived the viewing. It looks like it cost about $1000 to make, but it wasn't the money that brought them down. The acting was horrid - not just bad, 3rd graders could have read the lines better. Second, the only other reason to watch this kind of movie is the skin, and that is sorely lacking in this flick. We don't even get to see the more attractive chicas in the buff. <br /><br />Ahh well, better luck next time eh?",negative
Yet another foreign war movie that puts hollywood to shame. Real in the same proportions that hollywood productions such as harts war and windtalkers are unreal. A moving story backed up by strong acting and great film making.,positive
"David Zucker has directed one of the most enjoyable comedies of the year with this goofy farce. Yes, it's a matter of acquired taste and depends upon a wealth of sophomoric gags, but it is consistently funny throughout unlike some recent comedic efforts. The film is loaded with all kinds of jokes ranging from the blatantly obvious to the more subtler kind that you must pay attention to everything in the frame or you'll likely miss them. Like his previous efforts which include ""Airplane!"", ""Top Secret!"", and ""Naked Gun,"" the humor flies out almost every second. There are so many moments that work, it's easy to overlook the few that fall flat. What sets this movie apart from other pale imitations in the spoof genre is that it has an actual story line. While others have depended upon making fun of too many famous scenes in almost random movies (take ""Mafia!"", please), this film tells a new story with likable characters. It touches upon sports films in general as well as satirizing the real sports industry instead of lampooning any specific movies. Even for people who don't care for ""South Park,"" its creators, Matt Stone and Trey Parker, make a good pair of leading actors with natural chemistry. The film also makes extremely effective use of cameos of athletes, sports announcers, and other celebrities, especially a hilarious bit with Robert Stack of ""Unsolved Mysteries."" By the way, stay through the credits for a final joke with Bob Costas and Al Michaels. All in all, Zucker has achieved, in words perhaps applying to the movie's mix of sports, a home dunk.",positive
"For many years I thought I was the only person on the planet who had seen TEMPEST, and I am so glad to learn that I am not the only person who discovered this sleeper somewhere in their movie-going travails. Loosely based on the Shakesperean play, TEMPEST follows an architect (the late John Cassavettes, in one of his best performances), bored with his work and his crumbling marriage (to real life spouse Gene Rowlads), who decides to chuck it all, say the hell with the rat race and go live on an island with his daughter (Molly Ringwald, in her film debut), and new girlfriend Aretha (a luminous Susan Sarandon). Even though Paul Mazursky is credited as director, Cassavettes hand is all over this film...the long scenes filmed without cutting, the improvisatory feel to the dialogue..., the self-indulgent storytelling style, this is definitely his show from beginning to end, and if you're not a fan of his work, the film will seem laboriously long and dull but if you are a fan, there are rewards to be had. Cassavettes is surrounded by a first rate cast...his scenes with Rowlands crackle with intensity and his surprising chemistry with Sarandon is a stark contrast to his scenes with Rowlands. Ringwald shines in her film debut and there is a scene-stealing performance by the late Raul Julia as Kalibanos, Cassavettes' manservant on the island. Julia stops the show in one scene dancing with a flock of sheep accompanied by Liza Minnelli singing ""New York, New York"". This film is sad and tragic and funny and intense. Yes, it's a little long and disjointed and it works a little too hard at being different (there's even a curtain call at the end of the film), but it never fails to hold the attention of those who like something a little different in their filmgoing.",positive
"Wealthy businessman's daughter, who as a young girl caught rheumatic fever and now suffers from a shortness of breath, discovers her marriage to a charming ne'er-do-well was arranged by daddy (whom she affectionately refers to as ""Darling""); worse than that, she may in fact have only a few weeks left to live, leaving her husband free to marry her conniving romantic-rival. Pure bunk. Paul Osborn's screenplay (via Jerome Weidman's thin story) trots out the redundant flashbacks in the second-half instead of proceeding ahead with the plot, which submerges the already-soapy scenario in grim talk. Why go backwards when we can figure out what's happening for ourselves? This is a ""woman's weeper"" with no faith in its target audience, so simplistic is the set-up. Dorothy McGuire, swathed in furs for most of the picture, isn't a canny, clever heroine at all; when she's upset, she turns inward and stony. Upon realizing her marriage is basically a sham, she shrinks away from her husband like the consummate virgin (well, that's a possibility, she and Van Johnson sleep in separate beds after all!). Ruth Roman has the film's best moments as a society shark with her trap set for Van, but what exactly do these women see in him? Johnson can be charming when it's required, but put him in a melodramatic setting and he goes stony, too. MGM production values only so-so, however director Gottfried Reinhardt tries adding some visual flavor to the flashback segues and he attempts a lively pacing for the movie's initial half-hour. ** from ****",negative
"It's so rare to find a literary work adequately translated to the screen that I may have rated this film higher than it deserves, but not by much. As a long-time student of Vonnegut's works, I have no hesitation in recommending the film to his readers, at least to those that love him as I do. The casting is inspired: Nolte is understated in triumph, bewildered in defeat, decisive in judgment. Sheryl Lee is luscious throughout, but her handling of the treacherous Resi and her tragic crescendo almost makes you forget her beauty. Alan Arkin delivers a totally lovable, but equally treacherous, Soviet spy.<br /><br />Do not feel you have to read Mother Night to appreciate the film; though, if you haven't read Mother Night, you will probably want to after viewing the film.<br /><br />Notice the shifts from color to black-and-white and back again, and don't miss the final symbolism of Campbell's noose. Watch, also, for Kurt Vonnegut's cameo near the end of the film.<br /><br />Bing Crosby's ""White Christmas"" will never sound the same (I write in mid-December, when the song is getting heavy radio play, and it's driving me nuts).",positive
"Woody Allen's second movie set in London. Tha Tarot Card murderer is killing prostitutes in London. Aspiring journalist Sondra Pransky (Scarlett Johansson) gets a tip that he may be Lord Peter Lyman (Hugh Jackman). She starts to romance him but quickly falls in love. She's helped by stage magician Sid Waterman (Woody Allen) who doesn't like what he sees.<br /><br />I like this better than the over rated ""Match Point"" from last year. It was shorter and moved much more quickly. The plot is old but I was entertained and it kept me guessing till the very end. It's not really a comedy but a mystery with a few very good comedic lines (all from Allen of course). It's not one of Allen's best but it's far better than his worst.<br /><br />The acting is, for the most part, very good. Allen is bad but he's played this character a million times before and it's gotten tiresome. But Johansson and Jackman are just great--they look fantastic and give two very appealing believable performances. Also Allen (surprisingly) works on their sex appeal--there is a sequence where they're both in the their bathing suits to show off their nice bodies. The only real debit is that Allen still seems unsure on how to shot London. He's not as off as he was on ""Match Point"" though--maybe he'll just get better as he goes along.<br /><br />Worth seeing. I give it an 8.",positive
"<br /><br />The play has been heavily edited and the order of the scenes has been completely mixed up. The acting is appalling (especially by Helena Bonham Carter) and the cinematography poor.<br /><br />The result is a slow, confused, boring film which will put those new to Shakespeare off Shakespeare instantly!<br /><br />If you can't see a stage play then at least see the Olivier version (1948) instead of this drivel!",negative
"Rarely seen a movie that deviates so much from the original premise and still remains (more or less) acceptableBloodline is a rather short (which is a good thing in this case) escapade that focuses on the mysterious Hellraiser box. Who wanted it to be made and how it cast a spell on the entire bloodline of the man who eventually created it. We're introduced to 3 generations of the Merchant family (all played by Bruce Ramsey); one in 18th century Paris, one in the present day and the last one in a future galaxy far, far away Opinions on this storyline may differ a loteither you think it's very idiotic and far-fetched ororiginal and dared. The initial atmosphere and setting by Clive Barker has completely vanished, yet the morbid surrounding remains and several sequences are still very creepy and unsettling. Hellraiser: Bloodline contains quite a lot of exquisite slaughtering and the charismatic presence of Pinhead (Doug Bradley) still is an extra horror-value. Pinhead  accompanied by a pet puppy this time  still knows how to killtoo bad he talks too much and his vicious speeches tend to get boring quickly. Best aspects in this production are the newly introduced `cenobites' and the occult Parisian portrait. Giant turn-offs are the weak script, the absence of the typical macabre humor and the lack of references to Barker's initial masterpiece. <br /><br />Although not highly memorable itself, Bloodline stands as the last watchable Hellraiser film. After this sequel, the series went downhill completely. So far, 2 more sequels came out (2 more are still in process) and neither of those is worth seeing. Hellraiser:Bloodline suffered from a lot of production difficulties and the director eventually preferred to be credited as Alan SmitheeMeaning he doesn't want to be remembered as the director of it. Who could blame him?",negative
"I viewed this movie at the Magnolia Theater in Dallas a couple of days ago. Punk! Everyone and everything involved in the movie added to the punkiness of it. The music, well of course. But the movie itself captured the whole punk genre. Even a grandmother and school teacher (me) can appreciate artists who are able to turn their ideas into reality (well, reality, film-wise). This movie takes a handful of ticked-off young film makers and clearly and cleverly shows the ""why"" of their angst over not being given the green light on finishing the Waldo film. The (relatively) happy girl gave good comic relief, a nice respite from the continual (but understandable) ragging on the dude who left them in a lurch. Gotta love Stu, though. And be sure to watch/read the credits - they're the icing on the cake!",positive
"I love Westerns. I could watch them all day. ""The Good, the Bad, and the Ugly"" is my all time favorite. I watched ""Silverado"" for probably the 8th time just the other day because it was being featured on CMT. However, this movie, Shiloh Falls is without a doubt the worst Western I have ever watched. The acting was terrible all around. They explain nothing at the end of the mysterious compass looking thing. The only good part I can think of is the good-looking cantina girl. The very noticeable long pauses between the dialog seemed intentional just to make up time to make the movie of acceptable length. This movie wasn't even worth the new rental fee I paid at our local movie rental store. I felt like I was robbed and deserving of a rental refund if there was such a thing. Only reason I finished it was because I hate to not see a movie through to the end. I turned it off half way through because it was so bad. To the director, please do a better job if you decide to make another. This is the kind of movie that has the potential to turn people off to Westerns.",negative
"I recently purchased this on DVD as I hadn't heard of it and like robert carlyle.<br /><br />Obviously this movie is not going to have Hollywood blockbuster special effects,in saying that though the special effects were decent enough,and the acting was fine also.<br /><br />I found the movie to be enjoyable and do not regret buying it at all,at almost 2 hours long it is just the right length for this type of movie.<br /><br />Do not expect thrilling explosive action from beginning to end though,it is a fairly well balanced movie with a decent enough storyline!",positive
"It should come as no shock to you when I say that Alone in the Dark is a crappy movie. To put it bluntly, it's as if a dung monster defecated, ate the result, and then vomited. The final product would still outshine this movie.<br /><br />Seemingly based on an ancient (!) Atari video game, the movie has something or other to do with a portal to the bowels of the earth, the unleashing of demons, and ancient civilizations. Something about there being two worlds, that of darkness and that of light. (Guess which one's ours.) Oh, and 10,000 years ago a really super-duper advanced civilization opened the portal, demons came over and had a blast, then wiped out the civilization. Which is why we've never heard of them, conveniently enough.<br /><br />Christian Slater, perhaps pining for the days of Heathers and Pump up the Volume, plays Edward Carnby, a paranormal researcher to whom Something Bad happened when he was 10 years old. He's hot on the trail of one of the artifacts of said advanced civilization. Carnby used to be part of a secret institution called 713, which has been trying to figure out what happened to that long-ago civilization. But Carnby believed he wasn't going to be able to find the answers he sought, so he left the group.<br /><br />But see, these beasties are out, and they get their prey in varying ways, such as gutting them, splitting them down the middle, implanting neurological control devices in them, or just turning them into killing zombies. Yes, it's another zombie movie.<br /><br />That's about as distilled I can make the plot. It's pretty convoluted and incomprehensible. In similar movies, one might see the intrepid researcher/adventurer figure things out a step at a time, and when we the audience are mentally with the researcher, it's a lot of fun. But when the scenes shift from attack to attack with no perspective or context... not so much fun.<br /><br />The acting is dreadful, save for Slater, who (although he almost seems embarrassed to be in the movie) showed he was capable of carrying the acting load. He had to; get this - Tara Reid is cast as a museum curator! Honest to goodness, I thought I'd seen the casting of a lifetime when Denise Richards was cast as a nuclear physicist in Tomorrow Never Dies. But Reid here matches Richards, crappy emoting for crappy emoting. Hightlights include Reid pronouncing ""Newfoundland"" as ""New Fownd Land,"" Reid delivering most of her lines in a dazed, throaty monotone (kinda like she'd been on an all-night bender for the past week before filming), Reid - a museum curator, mind you - spending a lot of the movie in a midriff-bearing top and hip-hugger jeans. Oh yeah, she was as believable as Jessica Simpson giving stock quotes. Oh, why must the pretty ones be so dumb? (Note: I don't think Tara Reid's all that good looking. She looks like she's in perpetual need of food.) Almost everyone else in the cast is completely forgettable, except perhaps for Steven Dorff, who played Burke, one of the leaders of 713. Dorff's character wasn't terribly well developed, but nothing in the movie was, from the sets to the characters to Tara Reid. But I digress.<br /><br />Anyway, the perplexing and utterly preposterous storyline is tough enough to follow with the film moving at such a breakneck pace, but director Uwe Boll tosses in a pounding, mind-deadening soundtrack; it's so loud you can't hear what the actors are saying in some of the scenes! That can't be right. Given the acting level, however, perhaps thanks are in order to Mr. Boll.<br /><br />Oh, and a fun note. The opening moments of the movie include narration... of the words that are crawling across the screen at the same time. Remember the first Star Wars? You heard that now-familiar Star Wars theme while the prologue crawled. There was surely no need for narration; why do I need some doofus to read what's on the screen for me? Were the producers simply looking out for blind people? Maybe that also explains why the soundtrack was so loud - they were also looking out for hard-of-hearing people. Also, the narrator inexplicably had a lisp for the first few lines of the crawl - then lost it. Bizarre.<br /><br />Alone in the Dark is a loud, dopey mishmash of dreadful acting, an incoherent script, and ham-handed directing. Hardly a note rings true. There's so much chaos that the audience simply gives up caring about the characters and roots for their demise. Even in the dark, the demonic creatures seem cooler and much more developed by comparison.<br /><br />Ironically, since there were only three other people in the theater, I watched this Alone in the Dark. I wonder if Uwe Boll planned it that way? I can't quite give this the lowest rating, because I had low hopes for it to begin with - and because it never grabbed me enough for me to get worked up about it. It's atrocious, although Slater redeems himself a tiny bit.",negative
